# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,4.0,5.0,-3.0001594738552795,0,3.0,-125.56784982514709,180.0,0.0,0.37150730623422273
 0.019127542143379188,4.000548042119207,4.999971276799999,-3.0001594738552795,0.057382626430137564,3.0,-125.56784982514709,-179.99289397834343,-467.96894333554326,2.277630884804925
 0.028486803553412127,4.001210957355184,4.9998854144,-7.380003146309521,0.08546041066023638,3.0,-72.17389628128807,-179.97157703549698,-372.6136281364101,4.389246319896275
 0.03658033379866964,4.001987924706652,4.9997428736,-10.395762815426691,0.10974100139600891,3.0,-44.92060357737959,-179.936052537653,-290.690453427384,6.599033605143883
 0.04411574672226462,4.002878123172333,4.9995441152,-12.586235414949085,0.13234724016679386,3.0,-29.724179707008794,-179.88632609454157,-229.44553836194936,8.847934174536281
 0.051340092511485295,4.003880731750949,4.9992896,-14.243829323869706,0.15402027753445588,2.999999999999999,-20.635071616007476,-179.82240555854446,-184.29808326136907,11.114016082945435
 0.05836766332893824,4.00499492944122,4.9989797888,-15.538997155509815,0.1751029899868147,2.999999999999999,-14.884864811983801,-179.74430102345525,-150.6291122319847,13.38860381754391
 0.06525980845678292,4.0062198952418715,4.998615142399999,-16.57715485749106,0.1957794253703487,2.999999999999994,-11.07718663375749,-179.65202482288552,-125.06992702178192,15.66824097923927
 0.07205274039531669,4.007554808151621,4.9981961216,-17.42674635930741,0.21615822118595,2.999999999999998,-8.45905685425695,-179.545591528317,-105.30537505814443,17.951644809790885
 0.07876931610711402,4.008998847169191,4.9977231872,-18.13403788374465,0.23630794832134197,2.999999999999998,-6.601183913852116,-179.42501794680075,-89.7527539462259,20.23845467228853
 0.08542470707835124,4.010551191293305,4.9971968,-18.731377552002037,0.2562741212350536,2.999999999999994,-5.2470662975541575,-179.290323118303,-77.31797970474192,22.52868933244574
 0.09202938804352787,4.012211019522682,4.996617420800001,-19.24203814082386,0.27608816413058346,2.999999999999998,-4.237202023756834,-179.14152831269863,-67.23221477378743,24.822504285252222
 0.09859082456962229,4.013977510856047,4.995985510400001,-19.683178050570813,0.2957724737088667,3.0,-3.46894244243843,-178.97865702641224,-58.9455298293784,27.120082603520217
 0.10511447902490523,4.015849844292118,4.995301529600001,-20.06771831886125,0.3153434370747155,2.9999999999999956,-2.8742285941776706,-178.80173497870814,-52.05767058559338,29.421587262169734
 0.11160443721030913,4.017827198829619,4.9945659392,-20.405570424191282,0.3348133116309272,2.9999999999999956,-2.4067422531152434,-178.61079010762845,-46.27248195237866,31.727142296628184
 0.11806381322755162,4.019908753467272,4.9937792000000005,-20.704461784372764,0.35419143968265465,2.999999999999998,-2.034226718846499,-178.40585256558197,-41.36744823248299,34.03682748657527
 0.12449501928182004,4.022093687203795,4.9929417728,-20.970504367895142,0.37348505784545993,3.0000000000000044,-1.7337535348322803,-178.1869547145822,-37.17299879919777,36.350679214940776
 0.13089995031675683,4.024381179037913,4.9920541184000005,-21.208594861565793,0.39269985095027027,2.9999999999999933,-1.4887239394661578,-177.9541311211374,-33.558215731517485,38.66869393222488
 0.13728011331832812,4.026770407968348,4.9911166976,-21.42270174797477,0.41184033995498415,3.0,-1.286922122444269,-177.70741855079194,-30.420804516162388,40.990832495290945
 0.14363671972541178,4.02926055299382,4.9901299712,-21.616074828870843,0.4309101591762351,2.9999999999999956,-1.1192231924188154,-177.44685596232068,-27.679949750947074,43.31702456286814
 0.14997075267233542,4.03185079311305,4.9890944,-21.79140054256254,0.449912258017006,3.0,-0.9787184044086767,-177.17248450157678,-25.271152978741974,45.64717268472228
 0.15628301671051034,4.034540307324761,4.9880104447999996,-21.95091873271347,0.4688490501315307,2.999999999999991,-0.8601120907743199,-176.88434749499464,-23.142453175314863,47.98115594872689
 0.16257417510964248,4.037328274627675,4.9868785664,-22.096511571383868,0.4877225253289271,3.0,-0.7592989838648648,-176.58249044274774,-21.251624895414725,50.31883315888527
 0.1688447782094327,4.040213874020513,4.9856992255999995,-22.229772076328636,0.5065343346282978,3.0,-0.6730634625456854,-176.2669610115638,-19.56407708679524,52.6600455698254
 0.17509528522674064,4.043196284501996,4.9844728832,-22.352057477446802,0.5252858556802217,3.000000000000009,-0.5988625651210686,-175.93780902719786,-18.051260305919335,55.00461922287289
 0.18132608121217203,4.046274685070846,4.9832,-22.464531197692903,0.5439782436365159,3.0000000000000133,-0.5346674170276317,-175.5950864665638,-16.68944703067643,57.35236693504515
 0.18753749036709402,4.049448254725785,4.9818810368,-22.56819618176983,0.5626124711012819,2.9999999999999956,-0.478845970237237,-175.23884744952701,-15.458788868729068,59.703089990754385
 0.19372978659877077,4.052716172465534,4.9805164544,-22.66392158182795,0.581189359796312,2.9999999999999867,-0.4300753341708854,-174.8691482303578,-14.34258134168717,62.05657958049135
 0.19990320195776978,4.056077617288816,4.9791067136,-22.752464293770412,0.5997096058733091,3.000000000000009,-0.38727555701137467,-174.48604718884866,-13.32668580230158,64.41261802743867
 0.20605793343576553,4.05953176819435,4.9776522752,-22.8344864663752,0.6181738003072964,3.0000000000000044,-0.3495591291331486,-174.08960482109507,-12.399071275331732,66.77097983388394
 0.21219414848265825,4.06307780418086,4.9761536,-22.910569834102382,0.6365824454479745,2.999999999999991,-0.3161921370351654,-173.67988372994262,-11.5494488626457,69.13143257783312
 0.21831198951488678,4.0667149042470685,4.9746111488,-22.981227526253903,0.6549359685446601,2.9999999999999956,-0.28656412051434704,-173.2569486151012,-10.768977757933367,71.4937376824005
 0.22441157762301053,4.070442247391693,4.9730253823999995,-23.046913854922845,0.6732347328690313,3.0000000000000044,-0.26016451013225744,-172.82086626292832,-10.050027515171628,73.85765107875176
 0.2304930156390507,4.074259012613459,4.971396761599999,-23.108032474315856,0.6914790469171518,2.9999999999999907,-0.2365640636675562,-172.37170553588257,-9.385984570968477,76.22292377957123
 0.236556390688393,4.078164378911087,4.9697257472,-23.16494321897698,0.7096691720651788,3.000000000000018,-0.21540014375686894,-171.9095373616496,-8.771093750212362,78.58930237598537
 0.24260177632414903,4.082157525283298,4.9680128,-23.21796786314438,0.7278053289724469,2.9999999999999956,-0.19636496343947754,-171.43443472194173,-8.200327911726841,80.95652947092984
 0.2486292343211419,4.086237630728814,4.9662583808,-23.267394995193882,0.7458877029634254,2.9999999999999956,-0.1791961479372654,-170.94647264097338,-7.669280023366186,83.32434405747267
 0.25463881619092854,4.090403874246356,4.9644629504,-23.313484161376625,0.7639164485727854,3.0000000000000044,-0.16366910027894563,-170.44572817361373,-7.174073453150227,85.6924818511635
 0.2606305644668922,4.094655434834648,4.9626269696000005,-23.356469403621173,0.7818916934006764,3.0000000000000093,-0.14959080833815872,-169.93228039321897,-6.711287017952412,88.06067558251482
 0.2666045137989098,4.0989914914924075,4.9607508992,-23.39656229221905,0.7998135413967292,2.9999999999999907,-0.13679477620516867,-169.4062103791458,-6.277892039127858,90.42865525582772
 0.2725606918895197,4.10341122321836,4.958835199999999,-23.433954535237714,0.8176820756685589,3.0,-0.125136872915838,-168.86760120394771,-5.871199406397904,92.79614837898353
 0.2784991202975596,4.107913809011225,4.9568803328,-23.468820232581937,0.8354973608926786,3.0000000000000093,-0.11449190034100645,-168.31653792025728,-5.48881466807803,95.16288016806037
 0.2844198151305351,4.112498427869726,4.9548867584,-23.501317829226384,0.8532594453916053,3.0000000000000187,-0.10475075618745668,-167.75310754735517,-5.128599943347614,97.52857373084485
 0.2903227876431374,4.117164258792581,4.952854937600001,-23.531591813720098,0.870968362929412,2.9999999999999813,-0.09581806711056164,-167.1773990574287,-4.788641456683082,99.8929502309906
 0.2962080447563471,4.121910480778515,4.9507853312000005,-23.559774199915655,0.8886241342690411,2.9999999999999907,-0.08761021461805664,-166.58950336152225,-4.46722172567681,102.2557290369733
 0.30207558950901275,4.126736272826251,4.9486783999999995,-23.58598582331114,0.906226768527038,2.9999999999999907,-0.08005368051260943,-165.98951329518135,-4.1627957072819415,104.616627856258
 0.30792542145188034,4.1316408139345056,4.9465346048,-23.610337478611232,0.9237762643556406,2.999999999999981,-0.07308364610903915,-165.37752360379272,-3.87397025511874,106.97536285721046
